소관부처,법령명,공포일자,시행일자,법령종류
경찰청,의무경찰대 설치 및 운영에 관한 법률 시행령,20190115,20190115,대통령령
소방청,소방공무원임용령,20190115,20190115,대통령령
해양경찰청,해양경찰청 소속 경찰공무원 임용에 관한 규정,20190115,20190115,대통령령
국토교통부,건축서비스산업 진흥법 시행령,20190115,20190115,대통령령
산업통상자원부,산업융합 촉진법 시행령,20190115,20190117,대통령령
환경부,국립공원공단법 시행령,20190115,20190117,대통령령
금융위원회,인터넷전문은행 설립 및 운영에 관한 특례법 시행령,20190115,20190117,대통령령
해양수산부,선주상호보험조합법,20190115,20190216,법률
해양수산부,해양수산생명자원의 확보ㆍ관리 및 이용 등에 관한 법률,20190115,20190216,법률
보건복지부,아동수당법,20190115,20190401,법률
보건복지부,기초연금법,20190115,20190401,법률
법무부,특정 금융거래정보의 보고 및 이용 등에 관한 법률,20190115,20190701,법률
산림청,소나무재선충병 방제특별법,20190115,20190716,법률
보건복지부,전공의의 수련환경 개선 및 지위 향상을 위한 법률,20190115,20190716,법률
환경부,대기환경보전법,20190115,20190716,법률
null,근로기준법,20190115,20190716,법률
해양수산부,연근해어업의 구조개선 및 지원에 관한 법률 시행규칙,20190114,20190114,해양수산부령
중소벤처기업부,중소기업협동조합법 시행규칙,20190110,20190110,중소벤처기업부령
보건복지부,특수의료장비의 설치 및 운영에 관한 규칙,20190110,20190711,보건복지부령
보건복지부,장애인ㆍ노인 등을 위한 보조기기 지원 및 활용촉진에 관한 법률 시행규칙,20190109,20190109,보건복지부령
법원행정처,도시철도법 등에 의한 구분지상권 등기규칙,20190109,20190109,대법원규칙
법원행정처,등기사항증명서 등 수수료규칙,20190109,20190111,대법원규칙
법원행정처,집행관규칙,20190109,20190301,대법원규칙
공정거래위원회,전자상거래 등에서의 소비자보호에 관한 법률 시행규칙,20190108,20190108,총리령
산림청,산림조합법,20190108,20190108,법률
해양수산부,수산생물질병 관리법,20190108,20190108,법률
법무부,법률구조법 시행령,20190108,20190108,대통령령
금융위원회,유사수신행위의 규제에 관한 법률 시행령,20190108,20190108,대통령령
인사혁신처,공무원보수규정,20190108,20190108,대통령령
행정안전부,지방공무원 보수규정,20190108,20190108,대통령령
해양수산부,항만공사법,20190108,20190409,법률
산림청,산림보호법,20190108,20190709,법률
산림청,산림자원의 조성 및 관리에 관한 법률,20190108,20190709,법률
산림청,임업 및 산촌 진흥촉진에 관한 법률,20190108,20190709,법률
농촌진흥청,지역특화작목 연구개발 및 육성에 관한 법률,20190108,20190709,법률
산업통상자원부,국가균형발전 특별법,20190108,20190709,법률
특허청,디자인보호법,20190108,20190709,법률
특허청,부정경쟁방지 및 영업비밀보호에 관한 법률,20190108,20190709,법률
특허청,상표법,20190108,20190709,법률
산업통상자원부,전기공사업법,20190108,20190709,법률
산업통상자원부,중견기업 성장촉진 및 경쟁력 강화에 관한 특별법,20190108,20190709,법률
특허청,특허법,20190108,20190709,법률
특허청,실용신안법,20190108,20190709,법률
해양수산부,수산업ㆍ어촌 발전 기본법,20190108,20190709,법률
해양수산부,수산자원관리법,20190108,20190709,법률
해양수산부,내수면어업법,20190108,20190709,법률
해양수산부,수산업법,20190108,20190709,법률
해양수산부,연근해어업의 구조개선 및 지원에 관한 법률,20190108,20190709,법률
해양수산부,항만법,20190108,20190709,법률
해양수산부,해양환경관리법,20190108,20190709,법률
중소벤처기업부,벤처기업육성에 관한 특별조치법,20190108,20190709,법률
중소벤처기업부,전통시장 및 상점가 육성을 위한 특별법,20190108,20190709,법률
중소벤처기업부,중소기업 기술혁신 촉진법,20190108,20190709,법률
산업통상자원부,산업기술혁신 촉진법,20190108,20190709,법률
산림청,목재의 지속가능한 이용에 관한 법률,20190108,20200109,법률
국토교통부,빈집 및 소규모주택 정비에 관한 특례법 시행규칙,20190107,20190107,국토교통부령
농림축산식품부,농수산물의 원산지 표시에 관한 법률 시행규칙,20190104,20190104,해양수산부령
금융위원회,보험업법 시행규칙,20190103,20190103,총리령
소방청,위험물안전관리법 시행규칙,20190103,20190103,행정안전부령
소방청,의용소방대 설치 및 운영에 관한 법률 시행규칙,20190103,20190103,행정안전부령
국토교통부,항공사업법 시행규칙,20190103,20190103,국토교통부령
국토교통부,기업도시개발 특별법 시행규칙,20190102,20190102,국토교통부령
국토교통부,동ㆍ서ㆍ남해안 및 내륙권 발전 특별법 시행규칙,20190102,20190102,국토교통부령
국토교통부,철도차량운전규칙,20190102,20190102,국토교통부령
국토교통부,항공정보간행물발간규정,20190102,20190102,국토교통부령
기획재정부,증권거래세법,20181231,20181231,법률
산업통상자원부,한국가스공사법,20181231,20181231,법률
국토교통부,부동산개발업의 관리 및 육성에 관한 법률,20181231,20181231,법률
국토교통부,한국토지주택공사법,20181231,20181231,법률
국토교통부,해외건설 촉진법,20181231,20181231,법률
해양수산부,수산직접지불제 시행에 관한 법률,20181231,20181231,법률
해양경찰청,수상레저안전법,20181231,20181231,법률
해양수산부,항만운송사업법,20181231,20181231,법률
산업통상자원부,소상공인 보호 및 지원에 관한 법률,20181231,20181231,법률
중소벤처기업부,중소기업협동조합법,20181231,20181231,법률
공정거래위원회,소비자생활협동조합법,20181231,20181231,법률
금융위원회,공인회계사법,20181231,20181231,법률
금융위원회,신용정보의 이용 및 보호에 관한 법률,20181231,20181231,법률
특허청,특허권 등의 등록령,20181231,20181231,대통령령
보건복지부,치매관리법 시행령,20181231,20181231,대통령령
국토교통부,빈집 및 소규모주택 정비에 관한 특례법 시행령,20181231,20181231,대통령령
국토교통부,주택건설기준 등에 관한 규정,20181231,20181231,대통령령
특허청,특허권 등의 등록령 시행규칙,20181231,20181231,산업통상자원부령
국토교통부,자동차 및 자동차부품의 성능과 기준에 관한 규칙,20181231,20181231,국토교통부령
식품의약품안전처,화장품법 시행규칙,20181231,20181231,총리령
식품의약품안전처,식품위생 분야 종사자의 건강진단 규칙,20181231,20181231,총리령
법원행정처,재판연구원규칙,20181231,20181231,대법원규칙
null,청년고용촉진 특별법,20181231,20181231,법률
행정안전부,지방교부세법 시행규칙,20181231,20190101,행정안전부령
기획재정부,개별소비세법,20181231,20190101,법률
기획재정부,관세사법,20181231,20190101,법률
기획재정부,교통ㆍ에너지ㆍ환경세법,20181231,20190101,법률
기획재정부,대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국군대의 지위에 관한 협정의 실시에 따른 관세법 등의 임시특례에 관한 법률,20181231,20190101,법률
기획재정부,법인세법,20181231,20190101,법률
환경부,환경정책기본법,20181231,20190101,법률
기획재정부,국세기본법,20181231,20190101,법률
기획재정부,국세징수법,20181231,20190101,법률
기획재정부,국제조세조정에 관한 법률,20181231,20190101,법률
기획재정부,농어촌특별세법,20181231,20190101,법률
기획재정부,부가가치세법,20181231,20190101,법률
보건복지부,감염병의 예방 및 관리에 관한 법률,20181231,20190101,법률
기상청,기상산업진흥법,20181231,20190101,법률
농림축산식품부,인삼산업법,20181231,20190101,법률
교육부,취업 후 학자금 상환 특별법,20181231,20190101,법률
기획재정부,상속세 및 증여세법,20181231,20190101,법률
기획재정부,세무사법,20181231,20190101,법률
기획재정부,소득세법,20181231,20190101,법률
기획재정부,인지세법,20181231,20190101,법률
기획재정부,조세범 처벌법,20181231,20190101,법률
기획재정부,조세범 처벌절차법,20181231,20190101,법률
기획재정부,종합부동산세법,20181231,20190101,법률
교육부,지방교육재정교부금법,20181231,20190101,법률
기획재정부,교육세법,20181231,20190101,법률
기획재정부,관세법 제69조에 따른 조정관세의 적용에 관한 규정,20181231,20190101,대통령령
기획재정부,관세법 제71조에 따른 할당관세의 적용에 관한 규정,20181231,20190101,대통령령
행정안전부,지방세징수법 시행령,20181231,20190101,대통령령
행정안전부,지방재정법 시행령,20181231,20190101,대통령령
국가보훈처,보훈보상대상자 지원에 관한 법률 시행령,20181231,20190101,대통령령
국가보훈처,고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 시행령,20181231,20190101,대통령령
국가보훈처,특수임무유공자 예우 및 단체설립에 관한 법률 시행령,20181231,20190101,대통령령
행정안전부,지방세기본법 시행규칙,20181231,20190101,행정안전부령
행정안전부,지방세징수법 시행규칙,20181231,20190101,행정안전부령
행정안전부,지방세특례제한법 시행규칙,20181231,20190101,행정안전부령
산림청,사방사업법 시행규칙,20181231,20190101,농림축산식품부령
산림청,수목원ㆍ정원의 조성 및 진흥에 관한 법률 시행규칙,20181231,20190101,농림축산식품부령
null,최저임금법 시행규칙,20181231,20190101,고용노동부령
공정거래위원회,소비자생활협동조합법 시행규칙,20181231,20190101,총리령
기획재정부,관세법 제68조에 따른 특별긴급관세 부과에 관한 규칙,20181231,20190101,기획재정부령
환경부,자원의 절약과 재활용촉진에 관한 법률 시행규칙,20181231,20190101,환경부령
null,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 시행규칙,20181231,20190101,고용노동부령
기획재정부,관세법,20181231,20190101,법률
법원행정처,법원공무원 정원에 관한 규칙,20181231,20190101,대법원규칙
법원행정처,재산조회규칙,20181231,20190101,대법원규칙
법원행정처,민사집행규칙,20181231,20190101,대법원규칙
법원행정처,채무자 회생 및 파산에 관한 규칙,20181231,20190101,대법원규칙
행정안전부,지방세법,20181231,20190101,법률
null,최저임금법 시행령,20181231,20190101,대통령령
금융위원회,금융지주회사법,20181231,20190201,법률
농림축산식품부,비료관리법,20181231,20190201,법률
국토교통부,공인중개사법 시행규칙,20181231,20190301,국토교통부령
해양수산부,해양심층수의 개발 및 관리에 관한 법률 시행규칙,20181231,20190322,해양수산부령
산업통상자원부,외국인투자 촉진법,20181231,20190401,법률
산업통상자원부,광업법,20181231,20190401,법률
산업통상자원부,산업디자인진흥법,20181231,20190401,법률
산업통상자원부,산업표준화법,20181231,20190401,법률
산업통상자원부,송유관 안전관리법,20181231,20190401,법률
국무조정실,저탄소 녹색성장 기본법,20181231,20190401,법률
국토교통부,신행정수도 후속대책을 위한 연기ㆍ공주지역 행정중심복합도시 건설을 위한 특별법,20181231,20190401,법률
해양수산부,염업조합법,20181231,20190401,법률
중소벤처기업부,장애인기업활동 촉진법,20181231,20190401,법률
중소벤처기업부,중소기업진흥에 관한 법률,20181231,20190401,법률
통일부,개성공업지구 지원에 관한 법률,20181231,20190401,법률
중소벤처기업부,대ㆍ중소기업 상생협력 촉진에 관한 법률,20181231,20190401,법률
산업통상자원부,무역거래기반 조성에 관한 법률,20181231,20190401,법률
산업통상자원부,민ㆍ군기술협력사업 촉진법,20181231,20190401,법률
특허청,발명진흥법,20181231,20190401,법률
기획재정부,복권 및 복권기금법,20181231,20190401,법률
중소벤처기업부,산업기술단지 지원에 관한 특례법,20181231,20190401,법률
산업통상자원부,산업발전법,20181231,20190401,법률
국토교통부,산업입지 및 개발에 관한 법률,20181231,20190401,법률
산업통상자원부,산업집적활성화 및 공장설립에 관한 법률,20181231,20190401,법률
과학기술정보통신부,연구개발특구의 육성에 관한 특별법,20181231,20190401,법률
행정안전부,자연재해대책법,20181231,20190401,법률
산업통상자원부,자유무역협정 체결에 따른 무역조정 지원에 관한 법률,20181231,20190401,법률
행정안전부,재해경감을 위한 기업의 자율활동 지원에 관한 법률,20181231,20190401,법률
산업통상자원부,전시산업발전법,20181231,20190401,법률
행정안전부,접경지역 지원 특별법,20181231,20190401,법률
중소벤처기업부,중소기업 사업전환 촉진에 관한 특별법,20181231,20190401,법률
산업통상자원부,환경친화적 산업구조로의 전환촉진에 관한 법률,20181231,20190401,법률
산업통상자원부,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률,20181231,20190401,법률
금융위원회,금융혁신지원 특별법,20181231,20190401,법률
교육부,교육환경 보호에 관한 법률 시행규칙,20181231,20190401,교육부령
중소벤처기업부,규제자유특구 및 지역특화발전특구에 관한 규제특례법,20181231,20190417,법률
기획재정부,공공기관의 운영에 관한 법률,20181231,20190701,법률
기획재정부,수출용 원재료에 대한 관세 등 환급에 관한 특례법,20181231,20190701,법률
기획재정부,전자조달의 이용 및 촉진에 관한 법률,20181231,20190701,법률
농림축산식품부,가축전염병 예방법,20181231,20190701,법률
농림축산식품부,곤충산업의 육성 및 지원에 관한 법률,20181231,20190701,법률
해양수산부,귀농어ㆍ귀촌 활성화 및 지원에 관한 법률,20181231,20190701,법률
농림축산식품부,농수산물 유통 및 가격안정에 관한 법률,20181231,20190701,법률
해양수산부,농수산물의 원산지 표시에 관한 법률,20181231,20190701,법률
농림축산식품부,농약관리법,20181231,20190701,법률
해양수산부,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법,20181231,20190701,법률
농림축산식품부,사료관리법,20181231,20190701,법률
농림축산식품부,식물방역법,20181231,20190701,법률
농림축산식품부,식품산업진흥법,20181231,20190701,법률
해양수산부,소금산업 진흥법,20181231,20190701,법률
농림축산식품부,전통주 등의 산업진흥에 관한 법률,20181231,20190701,법률
기획재정부,주세법,20181231,20190701,법률
국토교통부,건설기술 진흥법,20181231,20190701,법률
국토교통부,공공주택 특별법,20181231,20190701,법률
국토교통부,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률,20181231,20190701,법률
국토교통부,도시철도법,20181231,20190701,법률
해양수산부,공유수면 관리 및 매립에 관한 법률,20181231,20190701,법률
해양수산부,낚시 관리 및 육성법,20181231,20190701,법률
해양수산부,수산물 유통의 관리 및 지원에 관한 법률,20181231,20190701,법률
해양수산부,어장관리법,20181231,20190701,법률
해양수산부,한국해양교통안전공단법,20181231,20190701,법률
해양수산부,마리나항만의 조성 및 관리 등에 관한 법률,20181231,20190701,법률
해양수산부,선박관리산업발전법,20181231,20190701,법률
해양수산부,선박법,20181231,20190701,법률
해양수산부,선박안전법,20181231,20190701,법률
해양수산부,선박평형수(船舶平衡水) 관리법,20181231,20190701,법률
해양경찰청,수상에서의 수색ㆍ구조 등에 관한 법률,20181231,20190701,법률
해양수산부,어선법,20181231,20190701,법률
해양수산부,해사안전법,20181231,20190701,법률
해양수산부,해수욕장의 이용 및 관리에 관한 법률,20181231,20190701,법률
해양수산부,해양사고의 조사 및 심판에 관한 법률,20181231,20190701,법률
해양수산부,해양생태계의 보전 및 관리에 관한 법률,20181231,20190701,법률
해양수산부,동물원 및 수족관의 관리에 관한 법률,20181231,20190701,법률
해양수산부,해운법,20181231,20190701,법률
공정거래위원회,가맹사업거래의 공정화에 관한 법률,20181231,20190701,법률
공정거래위원회,대리점거래의 공정화에 관한 법률,20181231,20190701,법률
공정거래위원회,소비자기본법,20181231,20190701,법률
공정거래위원회,할부거래에 관한 법률,20181231,20190701,법률
금융위원회,농림수산업자 신용보증법,20181231,20190701,법률
금융위원회,보험업법,20181231,20190701,법률
금융위원회,신용보증기금법,20181231,20190701,법률
금융위원회,자본시장과 금융투자업에 관한 법률,20181231,20190701,법률
국가보훈처,국가유공자 등 예우 및 지원에 관한 법률,20181231,20190701,법률
국가보훈처,독립유공자예우에 관한 법률,20181231,20190701,법률
기획재정부,개별소비세법 시행령,20181231,20190701,대통령령
인사혁신처,공무원수당 등에 관한 규정,20181231,20190701,대통령령
보건복지부,장애인 건강권 및 의료접근성 보장에 관한 법률 시행령,20181231,20190701,대통령령
중소벤처기업부,장애인기업활동 촉진법 시행령,20181231,20190701,대통령령
산업통상자원부,전기사업법 시행령,20181231,20190701,대통령령
행정안전부,지방공무원 수당 등에 관한 규정,20181231,20190701,대통령령
행정안전부,지방세특례제한법 시행령,20181231,20190701,대통령령
법무부,질서위반행위규제법 시행령,20181231,20190701,대통령령
환경부,환경개선비용 부담법 시행령,20181231,20190701,대통령령
국토교통부,건축법 시행령,20181231,20190701,대통령령
농림축산식품부,농림축산식품부 소관 친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률 시행규칙,20181231,20190701,농림축산식품부령
보건복지부,공중위생관리법 시행규칙,20181231,20190701,보건복지부령
국토교통부,건설산업기본법,20181231,20210101,법률
기획재정부,정부보관금취급규칙,20181228,20181228,기획재정부령
농림축산식품부,곤충산업의 육성 및 지원에 관한 법률 시행규칙,20181228,20181228,농림축산식품부령
농림축산식품부,도시와 농어촌 간의 교류촉진에 관한 법률 시행규칙,20181228,20181228,농림축산식품부령
null,직업안정법 시행규칙,20181228,20181228,고용노동부령
보건복지부,약사법 시행규칙,20181228,20190101,보건복지부령
보건복지부,결핵예방법 시행규칙,20181228,20190101,보건복지부령
보건복지부,경제자유구역 내 외국의료기관의 개설허가절차 등에 관한 규칙,20181228,20190101,보건복지부령
보건복지부,공공보건의료에 관한 법률 시행규칙,20181228,20190101,보건복지부령
보건복지부,보건의료기술 진흥법 시행규칙,20181228,20190101,보건복지부령
보건복지부,생명윤리 및 안전에 관한 법률 시행규칙,20181228,20190101,보건복지부령
보건복지부,식품등 기부 활성화에 관한 법률 시행규칙,20181228,20190101,보건복지부령
보건복지부,안마사에 관한 규칙,20181228,20190101,보건복지부령
보건복지부,응급의료에 관한 법률 시행규칙,20181228,20190101,보건복지부령
보건복지부,의료기관 회계기준 규칙,20181228,20190101,보건복지부령
보건복지부,의료법 시행규칙,20181228,20190101,보건복지부령
보건복지부,인체조직안전 및 관리 등에 관한 법률 시행규칙,20181228,20190101,보건복지부령
보건복지부,장기등 이식에 관한 법률 시행규칙,20181228,20190101,보건복지부령
보건복지부,장사 등에 관한 법률 시행규칙,20181228,20190101,보건복지부령
보건복지부,혈액관리법 시행규칙,20181228,20190101,보건복지부령
환경부,화학물질의 등록 및 평가 등에 관한 법률 시행규칙,20181228,20190101,환경부령
환경부,생활화학제품 및 살생물제의 안전관리에 관한 법률 시행규칙,20181228,20190101,환경부령
법무부,형의 집행 및 수용자의 처우에 관한 법률 시행규칙,20181228,20190629,법무부령
소방청,소방장비관리법 시행규칙,20181227,20181227,행정안전부령
소방청,119구조ㆍ구급에 관한 법률 시행규칙,20181227,20181227,행정안전부령
소방청,소방력 기준에 관한 규칙,20181227,20181227,행정안전부령
행정안전부,소방안전교부세 교부기준 등에 관한 규칙,20181227,20181227,행정안전부령
농림축산식품부,축산법 시행규칙,20181227,20181227,농림축산식품부령
환경부,유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률 시행규칙,20181227,20181227,환경부령
null,근로자참여 및 협력증진에 관한 법률 시행규칙,20181227,20190101,고용노동부령
null,파견근로자보호 등에 관한 법률 시행규칙,20181227,20190101,고용노동부령
헌법재판소,헌법재판소 사무기구에 관한 규칙,20181227,20190101,헌법재판소규칙
환경부,먹는물 수질기준 및 검사 등에 관한 규칙,20181226,20190101,환경부령
국무조정실,국제개발협력기본법,20181224,20181224,법률
국방부,군인공제회법,20181224,20181224,법률
국방부,군인의 지위 및 복무에 관한 기본법,20181224,20181224,법률
국방부,징발재산 정리에 관한 특별조치법,20181224,20181224,법률
행정안전부,부마민주항쟁 관련자의 명예회복 및 보상 등에 관한 법률,20181224,20181224,법률
행정안전부,풍수해보험법,20181224,20181224,법률
문화체육관광부,관광기본법,20181224,20181224,법률
문화체육관광부,관광진흥개발기금법,20181224,20181224,법률
문화체육관광부,뉴스통신 진흥에 관한 법률,20181224,20181224,법률
문화체육관광부,만화진흥에 관한 법률,20181224,20181224,법률
문화체육관광부,영화 및 비디오물의 진흥에 관한 법률,20181224,20181224,법률
문화체육관광부,태권도 진흥 및 태권도공원 조성 등에 관한 법률,20181224,20181224,법률
농림축산식품부,농어촌정비법,20181224,20181224,법률
금융위원회,금융위원회의 설치 등에 관한 법률,20181224,20181224,법률
금융위원회,대부업 등의 등록 및 금융이용자 보호에 관한 법률,20181224,20181224,법률
법무부,형의 집행 및 수용자의 처우에 관한 법률 시행령,20181224,20181224,대통령령
해양수산부,연근해어업의 구조개선 및 지원에 관한 법률 시행령,20181224,20181224,대통령령
여성가족부,다문화가족지원법 시행령,20181224,20181224,대통령령
국민권익위원회,공무원 행동강령,20181224,20181224,대통령령
행정안전부,대통령비서실 직제,20181224,20181224,대통령령
소방청,소방공무원 승진임용 규정 시행규칙,20181224,20181224,행정안전부령
소방청,소방장비관리법 시행령,20181224,20181227,대통령령
농림축산식품부,가축 및 축산물 이력관리에 관한 법률 시행규칙,20181224,20190101,농림축산식품부령
농림축산식품부,종자산업법 시행규칙,20181224,20190101,농림축산식품부령
행정안전부,지방세기본법,20181224,20190101,법률
행정안전부,지방세징수법,20181224,20190101,법률
국방부,군사법원의 조직에 관한 규정,20181224,20190101,대통령령
환경부,생활화학제품 및 살생물제의 안전관리에 관한 법률 시행령,20181224,20190101,대통령령
환경부,화학물질의 등록 및 평가 등에 관한 법률 시행령,20181224,20190101,대통령령
행정안전부,개인정보 보호법 시행령,20181224,20190101,대통령령
여성가족부,건강가정기본법 시행령,20181224,20190101,대통령령
문화체육관광부,국어기본법 시행령,20181224,20190101,대통령령
행정안전부,기부금품의 모집 및 사용에 관한 법률 시행령,20181224,20190101,대통령령
행정안전부,농어촌도로 정비법 시행령,20181224,20190101,대통령령
공정거래위원회,방문판매 등에 관한 법률 시행령,20181224,20190101,대통령령
특허청,변리사법 시행령,20181224,20190101,대통령령
특허청,부정경쟁방지 및 영업비밀보호에 관한 법률 시행령,20181224,20190101,대통령령
국민권익위원회,부정청탁 및 금품등 수수의 금지에 관한 법률 시행령,20181224,20190101,대통령령
경찰청,사행행위 등 규제 및 처벌 특례법 시행령,20181224,20190101,대통령령
교육부,산업교육진흥 및 산학연협력촉진에 관한 법률 시행령,20181224,20190101,대통령령
과학기술정보통신부,산업기술연구조합 육성법 시행령,20181224,20190101,대통령령
산업통상자원부,석탄산업법 시행령,20181224,20190101,대통령령
공정거래위원회,소비자생활협동조합법 시행령,20181224,20190101,대통령령
교육부,유아교육법 시행령,20181224,20190101,대통령령
산업통상자원부,유통산업발전법 시행령,20181224,20190101,대통령령
행정안전부,인감증명법 시행령,20181224,20190101,대통령령
금융위원회,전자금융거래법 시행령,20181224,20190101,대통령령
공정거래위원회,전자상거래 등에서의 소비자보호에 관한 법률 시행령,20181224,20190101,대통령령
행정안전부,전자정부법 시행령,20181224,20190101,대통령령
행정안전부,접경지역 지원 특별법 시행령,20181224,20190101,대통령령
과학기술정보통신부,정보통신기반 보호법 시행령,20181224,20190101,대통령령
행정안전부,지방소도읍 육성 지원법 시행령,20181224,20190101,대통령령
산림청,탄소흡수원 유지 및 증진에 관한 법률 시행령,20181224,20190101,대통령령
null,파견근로자보호 등에 관한 법률 시행령,20181224,20190101,대통령령
교육부,학원의 설립ㆍ운영 및 과외교습에 관한 법률 시행령,20181224,20190101,대통령령
해양수산부,수산업협동조합법 시행령,20181224,20190101,대통령령
문화체육관광부,공공디자인의 진흥에 관한 법률,20181224,20190125,법률
문화체육관광부,대중문화예술산업발전법,20181224,20190125,법률
문화재청,매장문화재 보호 및 조사에 관한 법률,20181224,20190125,법률
문화체육관광부,음악산업진흥에 관한 법률,20181224,20190125,법률
외교부,대한민국 재외공관 설치법,20181224,20190325,법률
통일부,군사정전에 관한 협정 체결 이후 납북피해자의 보상 및 지원에 관한 법률,20181224,20190325,법률
문화체육관광부,10ㆍ27법난 피해자의 명예회복 등에 관한 법률,20181224,20190325,법률
문화체육관광부,언론중재 및 피해구제 등에 관한 법률,20181224,20190325,법률
문화체육관광부,이스포츠(전자스포츠) 진흥에 관한 법률,20181224,20190325,법률
농림축산식품부,동물보호법,20181224,20190325,법률
국민권익위원회,지방의회의원 행동강령,20181224,20190325,대통령령
해양수산부,농어업ㆍ농어촌특별위원회 설치 및 운영에 관한 법률,20181224,20190425,법률
과학기술정보통신부,과학관의 설립ㆍ운영 및 육성에 관한 법률,20181224,20190625,법률
과학기술정보통신부,광주과학기술원법,20181224,20190625,법률
과학기술정보통신부,대구경북과학기술원법,20181224,20190625,법률
과학기술정보통신부,방송법,20181224,20190625,법률
과학기술정보통신부,생명연구자원의 확보ㆍ관리 및 활용에 관한 법률,20181224,20190625,법률
환경부,유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률,20181224,20190625,법률
과학기술정보통신부,울산과학기술원법,20181224,20190625,법률
방송통신위원회,전기통신사업법,20181224,20190625,법률
과학기술정보통신부,방송통신발전 기본법,20181224,20190625,법률
과학기술정보통신부,전기통신기본법,20181224,20190625,법률
과학기술정보통신부,전파법,20181224,20190625,법률
과학기술정보통신부,정보통신공사업법,20181224,20190625,법률
과학기술정보통신부,정보통신산업 진흥법,20181224,20190625,법률
방송통신위원회,정보통신망 이용촉진 및 정보보호 등에 관한 법률,20181224,20190625,법률
과학기술정보통신부,한국과학기술원법,20181224,20190625,법률
국방부,1959년 12월 31일 이전에 퇴직한 군인의 퇴직급여금지급에 관한 특별법,20181224,20190625,법률
국방부,군인복지기금법,20181224,20190625,법률
국방부,군인복지기본법,20181224,20190625,법률
경찰청,경찰관 직무집행법,20181224,20190625,법률
경찰청,도로교통법,20181224,20190625,법률
대법원,법원조직법,20181224,20190625,법률
법무부,약식절차 등에서의 전자문서 이용 등에 관한 법률,20181224,20190625,법률
행정안전부,지방자치단체를 당사자로 하는 계약에 관한 법률,20181224,20190625,법률
문화체육관광부,게임산업진흥에 관한 법률,20181224,20190625,법률
문화체육관광부,경륜ㆍ경정법,20181224,20190625,법률
문화체육관광부,공연법,20181224,20190625,법률
문화체육관광부,관광진흥법,20181224,20190625,법률
문화재청,무형문화재 보전 및 진흥에 관한 법률,20181224,20190625,법률
문화체육관광부,인쇄문화산업 진흥법,20181224,20190625,법률
문화체육관광부,출판문화산업 진흥법,20181224,20190625,법률
농림축산식품부,농어업경영체 육성 및 지원에 관한 법률,20181224,20190625,법률
농림축산식품부,농업기계화 촉진법,20181224,20190625,법률
농림축산식품부,농업인등의 농외소득 활동 지원에 관한 법률,20181224,20190625,법률
농림축산식품부,농촌융복합산업 육성 및 지원에 관한 법률,20181224,20190625,법률
농림축산식품부,식생활교육지원법,20181224,20190625,법률
해양수산부,여성농어업인 육성법,20181224,20190625,법률
환경부,먹는물관리법,20181224,20190625,법률
환경부,물의 재이용 촉진 및 지원에 관한 법률,20181224,20190625,법률
환경부,수도법,20181224,20190625,법률
환경부,화학물질관리법,20181224,20190625,법률
여성가족부,양육비 이행확보 및 지원에 관한 법률,20181224,20190625,법률
방송통신위원회,위치정보의 보호 및 이용 등에 관한 법률,20181224,20190625,법률
국방부,군사기지 및 군사시설 보호법,20181224,20190625,법률
농림축산식품부,농지법,20181224,20190701,법률
국토교통부,항공보안법 시행규칙,20181221,20181221,국토교통부령
여성가족부,가정폭력방지 및 피해자보호 등에 관한 법률 시행규칙,20181221,20190101,여성가족부령
여성가족부,다문화가족지원법 시행규칙,20181221,20190101,여성가족부령
여성가족부,청소년활동 진흥법 시행규칙,20181221,20190101,여성가족부령
교육부,자격기본법 시행규칙,20181221,20190322,교육부령
보건복지부,의료기사 등에 관한 법률 시행규칙,20181220,20181220,보건복지부령
보건복지부,암관리법 시행규칙,20181220,20181220,보건복지부령
보건복지부,의료관계 행정처분 규칙,20181220,20181220,보건복지부령
보건복지부,지역보건법 시행규칙,20181220,20181220,보건복지부령
법무부,국적법 시행규칙,20181220,20181220,법무부령
해양수산부,항만시설의기술기준에관한규칙,20181220,20181220,해양수산부령
해양수산부,해양수산부 소관 친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률 시행규칙,20181220,20181220,해양수산부령
국토교통부,자동차등록규칙,20181219,20181219,국토교통부령
해양수산부,도선법 시행규칙,20181219,20181219,해양수산부령
null,근로자퇴직급여 보장법 시행규칙,20181219,20190301,고용노동부령
교육부,교육공무원법,20181218,20181218,법률
교육부,학교안전사고 예방 및 보상에 관한 법률,20181218,20181218,법률
교육부,한국장학재단 설립 등에 관한 법률,20181218,20181218,법률
법무부,국제상거래에 있어서 외국공무원에 대한 뇌물방지법,20181218,20181218,법률
법무부,몰수금품 등 처리에 관한 임시특례법,20181218,20181218,법률
법무부,변호사법,20181218,20181218,법률
